Distrito Geografico,Nombre Escuela,Tipo de Proyecto,Descripción del Proyecto,Fase del Proyecto,Estado del Proyecto,Presupuesto del Proyecto,Presupuesto Final Estimado,Cantidad Real Gastada,Duración Proyectada,Duración Real,Retraso,Desviación Presupuestaria
17,P.S. 6 - BROOKLYN,SCA CIP,PARAPETS,Scope,Complete,22508,72272.0,71809.0,141.0,100.0,-41.0,219.04
17,P.S. 6 - BROOKLYN,SCA CIP,PARAPETS,Design,Complete,112539,186794.0,165466.0,154.0,97.0,-57.0,47.03
17,P.S. 6 - BROOKLYN,SCA CIP RESOA,FY23 RESO A AUDITORIUM UPGRADE,Design,Complete,33000,56924.0,49172.0,154.0,125.0,-29.0,49.01
17,P.S. 705 - BROOKLYN,SCA CIP,PARAPETS / ROOFS,Scope,Complete,53034,41789.0,41789.0,139.0,159.0,20.0,-21.2
17,P.S. 705 - BROOKLYN,SCA CIP,PARAPETS / ROOFS,Design,Complete,265169,228772.0,228733.0,155.0,189.0,34.0,-13.74
17,P.S. 705 - BROOKLYN,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Scope,Complete,11100,18411.0,18411.0,123.0,119.0,-4.0,65.86
17,P.S. 705 - BROOKLYN,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Design,Complete,49950,64077.0,46999.0,152.0,159.0,7.0,-5.91
17,I.S. 61 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY / DOORS / SIDEWALK ELEVATOR / HVAC UPGRADE FOR CLASSROOMS AND PA SPACES / ELECTRICAL UPGRADE / HOT WATER HEATERS / FIRE ALARM SYSTEM REPLACEMENT,Scope,Complete,762293,289920.0,279682.0,143.0,104.0,-39.0,-63.31
17,I.S. 61 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY / DOORS / SIDEWALK ELEVATOR / HVAC UPGRADE FOR CLASSROOMS AND PA SPACES / ELECTRICAL UPGRADE / HOT WATER HEATERS / FIRE ALARM SYSTEM REPLACEMENT,Design,Complete,3788468,3962337.0,2308102.0,153.0,1918.0,1765.0,-39.08
17,P.S. 91 - BROOKLYN,SCA CIP,ELECTRICAL SYSTEM UPGRADE / FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / PARAPETS / ROOFS,Scope,Complete,139292,212612.0,210026.0,125.0,414.0,289.0,50.78
17,P.S. 91 - BROOKLYN,SCA CIP,ELECTRICAL SYSTEM UPGRADE / FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / PARAPETS / ROOFS,Design,Complete,691081,504817.0,429334.0,153.0,112.0,-41.0,-37.88
17,P.S. 91 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,4403,4445.0,4445.0,120.0,63.0,-57.0,0.95
17,P.S. 91 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,19814,17780.0,17780.0,177.0,176.0,-1.0,-10.27
17,MEDGAR EVERS COLLEGE PREP SCHOOL ANNEX - BROOKLYN,SCA Capacity,NEW SCHOOL,Scope,Complete,2062074,1786728.0,1757479.0,160.0,597.0,437.0,-14.77
17,MEDGAR EVERS COLLEGE PREP SCHOOL ANNEX - BROOKLYN,SCA CIP,DEMOLITION,Scope,Complete,18590,69518.0,69518.0,25.0,25.0,0.0,273.95
17,MEDGAR EVERS COLLEGE PREP SCHOOL ANNEX - BROOKLYN,SCA CIP,DEMOLITION,Design,Complete,92950,561279.0,313379.0,74.0,500.0,426.0,237.15
17,P.S. 138 - BROOKLYN,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / ROOFS,Scope,Complete,86270,119282.0,119232.0,139.0,270.0,131.0,38.21
17,P.S. 138 - BROOKLYN,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / ROOFS,Design,Complete,422009,384671.0,368484.0,159.0,244.0,85.0,-12.68
17,P.S. 161 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION,Scope,Complete,170674,208878.0,208878.0,182.0,134.0,-48.0,22.38
17,P.S. 161 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION,Design,Complete,848576,448265.0,448265.0,239.0,177.0,-62.0,-47.17
17,NEW BRIDGES,SCA CIP,COVID VENTILATION,Scope,Complete,50600,86110.0,86110.0,122.0,150.0,28.0,70.18
17,NEW BRIDGES,SCA CIP,COVID VENTILATION,Design,Complete,253000,439906.0,313844.0,156.0,322.0,166.0,24.05
17,P.S. 189 - BROOKLYN,SCA CIP,WATER INFILTRATION @ K189 / EXTERIOR MASONRY / PARAPETS / ROOFS,Scope,Complete,84670,153567.0,153567.0,137.0,253.0,116.0,81.37
17,P.S. 189 - BROOKLYN,SCA CIP,WATER INFILTRATION @ K189 / EXTERIOR MASONRY / PARAPETS / ROOFS,Design,Complete,423350,484818.0,484818.0,154.0,140.0,-14.0,14.52
17,P.S. 189 - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,3720,4446.0,4446.0,121.0,30.0,-91.0,19.52
17,P.S. 189 - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,16740,17785.0,17785.0,180.0,159.0,-21.0,6.24
17,P.S. 191 - BROOKLYN,SCA CIP,ELECTRIFICATION/HEAT PUMP SYSTEMS / WINDOWS / ELECTRICAL SERVICE UPGRADE / FIRE ALARM,Scope,Complete,291793,156000.0,152161.0,182.0,170.0,-12.0,-47.85
17,P.S. 191 - BROOKLYN,SCA CIP,ELECTRIFICATION/HEAT PUMP SYSTEMS / WINDOWS / ELECTRICAL SERVICE UPGRADE / FIRE ALARM,Design,Complete,1454172,570680.0,515301.0,219.0,166.0,-53.0,-64.56
17,P.S. 191 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,4068,3631.0,3631.0,120.0,65.0,-55.0,-10.74
17,P.S. 191 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,18305,14524.0,14524.0,180.0,159.0,-21.0,-20.66
17,I.S. 394 - BROOKLYN,SCA CIP,ROOFS / EXTERIOR MASONRY / WINDOWS / FLOOD ELIMINATION / PARAPETS,Scope,Complete,186305,235893.0,235620.0,182.0,119.0,-63.0,26.47
17,I.S. 394 - BROOKLYN,SCA CIP,ROOFS / EXTERIOR MASONRY / WINDOWS / FLOOD ELIMINATION / PARAPETS,Design,Complete,919057,401967.0,399048.0,235.0,182.0,-53.0,-56.58
17,I.S. 394 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,4880,6355.0,6355.0,122.0,4.0,-118.0,30.23
17,I.S. 394 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,21960,25417.0,25417.0,180.0,89.0,-91.0,15.74
17,P.S. 221 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION,Scope,Complete,55897,131961.0,128164.0,138.0,408.0,270.0,129.29
17,P.S. 221 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION,Design,Complete,269329,187712.0,166234.0,156.0,177.0,21.0,-38.28
17,P.S. 241 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,4004,164.0,164.0,120.0,63.0,-57.0,-95.9
17,P.S. 241 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,18019,656.0,656.0,177.0,169.0,-8.0,-96.36
17,I.S. 246 - BROOKLYN,SCA CIP,CHILLER REPLACEMENT @ K246 / FIRE ALARM SYSTEM / BMS UPGRADE,Scope,Complete,149220,299877.0,143285.0,121.0,209.0,88.0,-3.98
17,I.S. 246 - BROOKLYN,SCA CIP,CHILLER REPLACEMENT @ K246 / FIRE ALARM SYSTEM / BMS UPGRADE,Design,Complete,746100,690298.0,320128.0,184.0,115.0,-69.0,-57.09
17,I.S. 246 - BROOKLYN,SCA CIP RESOA,FY23 RESO A LIBRARY UPGRADE / PATH OF TRAVEL RESO A LIBRARY UPGRADE,Design,Complete,60000,75383.0,62986.0,139.0,154.0,15.0,4.98
17,P.S. 249 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,Scope,Complete,93351,169409.0,163656.0,138.0,175.0,37.0,75.31
17,P.S. 249 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,Design,Complete,462806,389897.0,330488.0,153.0,120.0,-33.0,-28.59
17,P.S. 249 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,4706,867.0,867.0,121.0,44.0,-77.0,-81.58
17,P.S. 289 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,5000,3930.0,3930.0,124.0,12.0,-112.0,-21.4
17,P.S. 289 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,22500,15718.0,15718.0,178.0,78.0,-100.0,-30.14
17,P.S. 375 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,129163,140229.0,140229.0,182.0,140.0,-42.0,8.57
17,P.S. 375 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Design,Complete,636400,328263.0,328263.0,155.0,150.0,-5.0,-48.42
17,M.S. 354 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / SECURITY LIGHTING / EXTERIOR DOORS / EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS,Scope,Complete,274233,379221.0,115061.0,139.0,182.0,43.0,-58.04
17,I.S. 722 - BROOKLYN,SCA CIP,CHILLER REPLACEMENT @ K391 / FIRE ALARM SYSTEM,Scope,Complete,67150,45066.0,45066.0,123.0,109.0,-14.0,-32.89
17,I.S. 722 - BROOKLYN,SCA CIP,CHILLER REPLACEMENT @ K391 / FIRE ALARM SYSTEM,Design,Complete,335750,318158.0,264391.0,188.0,191.0,3.0,-21.25
17,P.S. 398 - BROOKLYN,SCA CIP,PLAYGROUND REDEVELOPMENT,Scope,Complete,26400,93873.0,93834.0,182.0,119.0,-63.0,255.43
17,P.S. 398 - BROOKLYN,SCA CIP,PLAYGROUND REDEVELOPMENT,Design,Complete,132000,219425.0,219425.0,187.0,173.0,-14.0,66.23
17,P.S. 399 - BROOKLYN,SCA CIP,RTU REPLACEMENT / ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY / STANDALONE DDC CONTROLS,Scope,Complete,96020,109410.0,109410.0,292.0,293.0,1.0,13.95
17,P.S. 399 - BROOKLYN,SCA CIP,RTU REPLACEMENT / ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY / STANDALONE DDC CONTROLS,Design,Complete,465818,460738.0,340887.0,154.0,159.0,5.0,-26.82
17,I.S. 382 - BROOKLYN,SCA CIP,PARAPET AND SIDE OF BUILDING DAMAGE @ K465 / EXTERIOR MASONRY / ROOFS / FLOOD ELIMINATION / WINDOWS,Scope,Complete,601037,414185.0,414185.0,152.0,214.0,62.0,-31.09
17,I.S. 382 - BROOKLYN,SCA CIP,PARAPET AND SIDE OF BUILDING DAMAGE @ K465 / EXTERIOR MASONRY / ROOFS / FLOOD ELIMINATION / WINDOWS,Design,Complete,3005178,1578416.0,1518762.0,152.0,105.0,-47.0,-49.46
17,H.S. 745 - BROOKLYN,SCA CIP,EXTERIOR MASONRY / ROOFS / PARAPETS / WINDOWS,Scope,Complete,382790,341612.0,341612.0,182.0,146.0,-36.0,-10.76
17,H.S. 745 - BROOKLYN,SCA CIP,EXTERIOR MASONRY / ROOFS / PARAPETS / WINDOWS,Design,Complete,1913951,752498.0,752498.0,232.0,180.0,-52.0,-60.68
17,NEW BRIDGES,SCA CIP,STANDALONE GYM ANNEX,Scope,Complete,132420,169711.0,168334.0,125.0,490.0,365.0,27.12
17,NEW BRIDGES,SCA CIP,STANDALONE GYM ANNEX,Design,Complete,529680,1072099.0,784075.0,153.0,245.0,92.0,48.03
17,CLARA BARTON HS - K,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,4368,4197.0,4197.0,121.0,37.0,-84.0,-3.91
17,CLARA BARTON HS - K,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,19657,16789.0,16789.0,180.0,178.0,-2.0,-14.59
17,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HS - K,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,3532,4279.0,4279.0,126.0,126.0,0.0,21.15
17,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HS - K,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,15893,17117.0,17117.0,175.0,133.0,-42.0,7.7
17,K373 SPED - BROOKLYN,SCA CIP,FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY,Scope,Complete,57509,78920.0,76423.0,137.0,198.0,61.0,32.89
17,K373 SPED - BROOKLYN,SCA CIP,FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY,Design,Complete,277627,329418.0,298959.0,152.0,450.0,298.0,7.68
17,"MOSDOTH DAY CARE CENTER, INC.",SCA CIP,ACS EARLY LEARN RENEWAL,Scope,Complete,5065,59087.0,51485.0,91.0,208.0,117.0,916.49
17,"MOSDOTH DAY CARE CENTER, INC.",SCA CIP,ACS EARLY LEARN RENEWAL,Design,Complete,22793,38846.0,38846.0,190.0,260.0,70.0,70.43
17,SAINT JOHN'S DAY CARE CENTER,SCA CIP,ACS EARLY LEARN LEASE IMPROVEMENT,Scope,Complete,25326,47409.0,47409.0,120.0,122.0,2.0,87.19
17,SAINT JOHN'S DAY CARE CENTER,SCA CIP,ACS EARLY LEARN LEASE IMPROVEMENT,Design,Complete,126629,101650.0,20001.0,178.0,312.0,134.0,-84.21
17,CUNY @ MEDGAR EVERS HS ANNEX - BROOKLYN,SCA Capacity,NEW BUILDING/CUNY CORE & SHELL,Scope,Complete,879281,59966.0,9287.0,84.0,77.0,-7.0,-98.94
18,P.S. 66 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,5000,4216.0,4216.0,124.0,16.0,-108.0,-15.68
18,P.S. 66 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,22500,17060.0,17060.0,181.0,102.0,-79.0,-24.18
18,I.S. 68 - BROOKLYN,SCA CIP,FLOOD ELIMINATION / ROOFS / EXTERIOR MASONRY,Scope,Complete,69590,155296.0,155296.0,139.0,190.0,51.0,123.16
18,I.S. 68 - BROOKLYN,SCA CIP,FLOOD ELIMINATION / ROOFS / EXTERIOR MASONRY,Design,Complete,338340,329767.0,328633.0,152.0,152.0,0.0,-2.87
18,I.S. 68 - BROOKLYN,SCA CIP,FLOOD ELIMINATION / ROOFS / EXTERIOR MASONRY,Construction,Complete,6781385,6066979.0,5708407.0,629.0,1009.0,380.0,-15.82
18,I.S. 68 - BROOKLYN,SCA CIP,FLOOD ELIMINATION / ROOFS / EXTERIOR MASONRY,"CM,F&E",Complete,559205,625382.0,623202.0,629.0,1009.0,380.0,11.44
18,I.S. 68 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Scope,Complete,77950,142599.0,138089.0,153.0,97.0,-56.0,77.15
18,I.S. 68 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Design,Complete,389751,486280.0,470869.0,154.0,170.0,16.0,20.81
18,P.S. 115 - BROOKLYN,SCA CIP,EXTERIOR MASONRY / PARAPETS / ROOFS / FLOOD ELIMINATION,Scope,Complete,59831,71708.0,71708.0,135.0,156.0,21.0,19.85
18,P.S. 115 - BROOKLYN,SCA CIP,EXTERIOR MASONRY / PARAPETS / ROOFS / FLOOD ELIMINATION,Design,Complete,287036,298790.0,290451.0,156.0,230.0,74.0,1.19
18,P.S. 115 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,4077,732.0,732.0,121.0,8.0,-113.0,-82.05
18,P.S. 115 - BROOKLYN,SCA CIP RESOA,FY23 RESO A LIBRARY UPGRADE,Design,Complete,54000,58525.0,55863.0,143.0,208.0,65.0,3.45
18,P.S. 208 - BROOKLYN,SCA CIP,COVID VENTILATION / COVID FIRE ALARM SYSTEM / COVID CLIMATE CONTROL,Scope,Complete,55460,73551.0,76506.0,122.0,159.0,37.0,37.95
18,P.S. 208 - BROOKLYN,SCA CIP,COVID VENTILATION / COVID FIRE ALARM SYSTEM / COVID CLIMATE CONTROL,Design,Complete,277301,399912.0,311104.0,157.0,147.0,-10.0,12.19
18,P.S. 208 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,3791,768.0,768.0,123.0,6.0,-117.0,-79.74
18,I.S. 211 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY,Scope,Complete,108440,128569.0,128569.0,139.0,245.0,106.0,18.56
18,I.S. 211 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY,Design,Complete,542200,446921.0,374863.0,168.0,71.0,-97.0,-30.86
18,P.S. 219 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE / FY21 RESO A SCIENCE LAB UPGRADE,Design,Complete,225000,155927.0,120349.0,125.0,84.0,-41.0,-46.51
18,P.S. 235 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,4200,3500.0,3500.0,120.0,16.0,-104.0,-16.67
18,P.S. 235 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,18900,14003.0,14003.0,177.0,69.0,-108.0,-25.91
18,P.S. 235 - BROOKLYN,SCA CIP,EXTERIOR MASONRY / ROOFS / PARAPETS,Scope,Complete,48428,122843.0,122843.0,137.0,166.0,29.0,153.66
18,P.S. 235 - BROOKLYN,SCA CIP,EXTERIOR MASONRY / ROOFS / PARAPETS,Design,Complete,228254,274389.0,256317.0,157.0,234.0,77.0,12.29
18,P.S. 235 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,4200,2820.0,2820.0,120.0,14.0,-106.0,-32.86
18,P.S. 235 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,18900,11279.0,11279.0,177.0,50.0,-127.0,-40.32
18,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,SCA CIP RESOA,FY24 RESO A IPDVS CAMERA INSTALLATION,Design,Complete,12000,11959.0,11959.0,181.0,140.0,-41.0,-0.34
18,P.S. 268 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Scope,Complete,145999,168528.0,132008.0,177.0,90.0,-87.0,-9.58
18,P.S. 268 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Design,Complete,730000,388117.0,388117.0,256.0,167.0,-89.0,-46.83
18,P.S. 272 - BROOKLYN,SCA CIP RESOA,FY23 RESO A MULTIMEDIA CENTER / PATH OF TRAVEL RESO A MULTIMEDIA CENTER,Design,Complete,69000,73566.0,58368.0,137.0,150.0,13.0,-15.41
18,P.S. 279 - BROOKLYN,SCA CIP,BACKFLOW PREVENTION DEVICES,Scope,Complete,22500,24016.0,24016.0,120.0,218.0,98.0,6.74
18,P.S. 279 - BROOKLYN,SCA CIP,BACKFLOW PREVENTION DEVICES,Design,Complete,82500,102544.0,101605.0,180.0,177.0,-3.0,23.16
18,I.S. 285 - BROOKLYN,SCA CIP RESOA,FY20 RESO A PATH OF TRAVEL SCIENCE LAB UPGRADES,Scope,Complete,1784,1784.0,1784.0,91.0,69.0,-22.0,0.0
18,IT TAKES A VILLAGE ACADEMY - K,SCA CIP,SWIMMING POOL,Scope,Complete,235000,164153.0,164153.0,181.0,169.0,-12.0,-30.15
18,IT TAKES A VILLAGE ACADEMY - K,SCA CIP,SWIMMING POOL,Design,Complete,1175000,825775.0,704084.0,141.0,428.0,287.0,-40.08
18,IT TAKES A VILLAGE ACADEMY - K,SCA CIP,LIGHTING UPGRADE,Scope,Complete,12270,2692.0,2692.0,120.0,34.0,-86.0,-78.06
18,IT TAKES A VILLAGE ACADEMY - K,SCA CIP,LIGHTING UPGRADE,Design,Complete,55215,10768.0,10768.0,150.0,150.0,0.0,-80.5
18,IT TAKES A VILLAGE ACADEMY - K,SCA CIP,LIGHTING UPGRADE,Construction,Complete,711654,797070.0,739320.0,299.0,238.0,-61.0,3.89
18,IT TAKES A VILLAGE ACADEMY - K,SCA CIP,LIGHTING UPGRADE,"CM,F&E",Complete,131901,99314.0,98071.0,299.0,238.0,-61.0,-25.65
18,IT TAKES A VILLAGE ACADEMY - K,SCA CIP,CAFETERIA UPGRADE / PATH OF TRAVEL CAFETERIA UPGRADE,Scope,Complete,22657,69755.0,69755.0,344.0,379.0,35.0,207.87
18,IT TAKES A VILLAGE ACADEMY - K,SCA CIP,CAFETERIA UPGRADE / PATH OF TRAVEL CAFETERIA UPGRADE,Design,Complete,112151,285454.0,281195.0,120.0,50.0,-70.0,150.73
18,IT TAKES A VILLAGE ACADEMY - K,SCA CIP,RESO A- CULINARY ARTS KITCHEN / PATH OF TRAVEL RESO A KITCHEN UPGRADE / FIRE ALARM SYSTEM REPLACEMENT,Scope,Complete,61605,76021.0,70256.0,348.0,365.0,17.0,14.04
18,IT TAKES A VILLAGE ACADEMY - K,SCA CIP,RESO A- CULINARY ARTS KITCHEN / PATH OF TRAVEL RESO A KITCHEN UPGRADE / FIRE ALARM SYSTEM REPLACEMENT,Design,Complete,307087,296311.0,246516.0,77.0,145.0,68.0,-19.72
18,IT TAKES A VILLAGE ACADEMY - K,SCA CIP RESOA,PATH OF TRAVEL RESO A ROOM CONVERSION,Scope,Complete,496,496.0,496.0,92.0,103.0,11.0,0.0
18,KURT HAHN EXPED LEARNING SCH - K,SCA CIP RESOA,PATH OF TRAVEL RESO A ROOM CONVERSION,Scope,Complete,229,229.0,229.0,91.0,104.0,13.0,0.0
18,HS FOR INNOVATION IN AD - BKLYN,SCA CIP,PARAPETS / ROOFS / EXTERIOR MASONRY,Scope,Complete,211895,145873.0,145841.0,177.0,106.0,-71.0,-31.17
18,HS FOR INNOVATION IN AD - BKLYN,SCA CIP,PARAPETS / ROOFS / EXTERIOR MASONRY,Design,Complete,1059470,432824.0,432824.0,257.0,211.0,-46.0,-59.15
18,HS FOR MEDICAL PROFESSIONS - K,SCA CIP RESOA,FY23 RESO A SCIENCE LAB UPGRADE / PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE,Design,Complete,84000,68527.0,14287.0,124.0,97.0,-27.0,-82.99
18,BROOKLYN THEATRE ARTS H.S. - K,SCA CIP,C OF O / LOW-VOLTAGE ELECTRICAL SYSTEMS / ELECTRICAL SYSTEMS,Scope,Complete,59160,55023.0,55023.0,123.0,188.0,65.0,-6.99
18,BROOKLYN THEATRE ARTS H.S. - K,SCA CIP,C OF O / LOW-VOLTAGE ELECTRICAL SYSTEMS / ELECTRICAL SYSTEMS,Design,Complete,295800,227454.0,207080.0,186.0,997.0,811.0,-29.99
18,BROOKLYN THEATRE ARTS H.S. - K,SCA CIP RESOA,FY23 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Design,Complete,90000,60930.0,52561.0,125.0,184.0,59.0,-41.6
18,DISTRICT OFFICE #18 - BROOKLYN,SCA CIP,ROOFS,Scope,Complete,12790,17110.0,17110.0,139.0,79.0,-60.0,33.78
18,DISTRICT OFFICE #18 - BROOKLYN,SCA CIP,ROOFS,Design,Complete,63950,80662.0,80614.0,156.0,230.0,74.0,26.06
18,DISTRICT OFFICE #18 - BROOKLYN,SCA CIP,BOILER REPLACEMENT / CLIMATE CONTROL / LOW-VOLTAGE ELECTRICAL SYSTEM / VENTILATION / INTRUSION ALARM,Scope,Complete,50050,44825.0,44825.0,150.0,394.0,244.0,-10.44
18,DISTRICT OFFICE #18 - BROOKLYN,SCA CIP,BOILER REPLACEMENT / CLIMATE CONTROL / LOW-VOLTAGE ELECTRICAL SYSTEM / VENTILATION / INTRUSION ALARM,Design,Complete,234927,231062.0,181775.0,185.0,183.0,-2.0,-22.62
18,P.S. 235 - BROOKLYN,SCA CIP,REPLACE (3) ROOF TOP UNITS / ROOFS,Scope,Complete,40883,24498.0,24498.0,151.0,218.0,67.0,-40.08
18,P.S. 235 - BROOKLYN,SCA CIP,REPLACE (3) ROOF TOP UNITS / ROOFS,Design,Complete,199691,209857.0,120144.0,150.0,276.0,126.0,-39.84
18,P.S. 219 - BROOKLYN,SCA CIP,BOILER REPLACEMENT,Scope,Complete,48840,25752.0,25752.0,158.0,126.0,-32.0,-47.27
18,P.S. 219 - BROOKLYN,SCA CIP,BOILER REPLACEMENT,Design,Complete,195360,281516.0,281516.0,153.0,287.0,134.0,44.1
18,EAST BKLN COMMUNITY HS - K,SCA CIP,COVID VENTILATION,Scope,Complete,10487,43705.0,43705.0,120.0,181.0,61.0,316.75
18,EAST BKLN COMMUNITY HS - K,SCA CIP,COVID VENTILATION,Design,Complete,52434,68933.0,67801.0,154.0,135.0,-19.0,29.31
19,K004 SPED - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,18284,6224.0,6224.0,177.0,118.0,-59.0,-65.96
19,P.S. 13 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,5365,1962.0,1962.0,119.0,75.0,-44.0,-63.43
19,P.S. 13 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,24144,7851.0,7851.0,177.0,105.0,-72.0,-67.48
19,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL - K,SCA CIP,PERM FIX- EXTERIOR MASONRY @ K065,Scope,Complete,30980,99039.0,54259.0,140.0,124.0,-16.0,75.14
19,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL - K,SCA CIP,PERM FIX- EXTERIOR MASONRY @ K065,Design,Complete,154902,153482.0,107601.0,159.0,153.0,-6.0,-30.54
19,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,SCA CIP,IPDVS INSTALLATION,Scope,Complete,5690,2202.0,2202.0,126.0,68.0,-58.0,-61.3
19,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,SCA CIP,IPDVS INSTALLATION,Design,Complete,25603,8811.0,8811.0,181.0,78.0,-103.0,-65.59
19,P.S. 149 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,4062,1226.0,1226.0,120.0,73.0,-47.0,-69.82
19,P.S. 149 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,18281,4908.0,4908.0,179.0,144.0,-35.0,-73.15
19,P.S. 158 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,17660,4329.0,4329.0,179.0,145.0,-34.0,-75.49
19,I.S. 171 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,Scope,Complete,37670,29394.0,29394.0,139.0,159.0,20.0,-21.97
19,I.S. 171 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,Design,Complete,188350,116837.0,101446.0,153.0,119.0,-34.0,-46.14
19,BROOKLYN GARDENS ELEMENTARY SCHOOL,SCA CIP,IPDVS INSTALLATION,Scope,Complete,5170,1398.0,1398.0,126.0,70.0,-56.0,-72.96
19,BROOKLYN GARDENS ELEMENTARY SCHOOL,SCA CIP,IPDVS INSTALLATION,Design,Complete,23267,5591.0,5591.0,181.0,78.0,-103.0,-75.97
19,P.S. 190 - BROOKLYN,SCA CIP,IPDVS INSTALLATION,Scope,Complete,5166,1424.0,1424.0,126.0,1.0,-125.0,-72.44
